"Zinc - Water 221124 - RawData"
"Wavelength nm.","T%"
1361.00,65.897
1362.00,65.868
1363.00,65.827
1364.00,65.685
1365.00,65.617
1366.00,65.567
1367.00,65.555
1368.00,65.499
1369.00,65.423
1370.00,65.343
1371.00,65.320
1372.00,65.299
1373.00,65.283
1374.00,65.200
1375.00,65.100
1376.00,64.948
1377.00,64.917
1378.00,64.883
1379.00,64.917
1380.00,64.807
1381.00,64.762
1382.00,64.736
1383.00,64.784
1384.00,64.780
1385.00,64.776
1386.00,64.692
1387.00,64.662
1388.00,64.539
1389.00,64.529
1390.00,64.402
1391.00,64.307
1392.00,64.191
1393.00,64.202
1394.00,64.205
1395.00,64.213
1396.00,64.125
1397.00,64.017
1398.00,63.903
1399.00,63.818
1400.00,63.789
