"Wavelength nm.","T%"
1171.00,22.711
1172.00,22.725
1173.00,22.788
1174.00,22.794
1175.00,22.810
1176.00,22.836
1177.00,22.886
1178.00,22.934
1179.00,22.958
1180.00,22.989
1181.00,23.003
1182.00,23.021
1183.00,23.044
1184.00,23.072
1185.00,23.097
1186.00,23.122
1187.00,23.163
1188.00,23.179
1189.00,23.183
1190.00,23.212
1191.00,23.241
1192.00,23.305
1193.00,23.310
1194.00,23.359
1195.00,23.376
1196.00,23.408
1197.00,23.445
1198.00,23.471
1199.00,23.496
1200.00,23.502
1201.00,23.527
1202.00,23.557
1203.00,23.612
1204.00,23.635
1205.00,23.653
1206.00,23.671
1207.00,23.701
1208.00,23.740
1209.00,23.758
1210.00,23.784
1211.00,23.811
1212.00,23.815
1213.00,23.847
1214.00,23.860
1215.00,23.910
1216.00,23.915
1217.00,23.963
1218.00,23.977
1219.00,24.012
1220.00,24.051
1221.00,24.075
1222.00,24.098
1223.00,24.107
1224.00,24.150
1225.00,24.202
1226.00,24.232
1227.00,24.271
1228.00,24.281
1229.00,24.314
1230.00,24.339
1231.00,24.354
1232.00,24.386
1233.00,24.399
1234.00,24.467
1235.00,24.501
1236.00,24.545
1237.00,24.566
1238.00,24.578
1239.00,24.605
1240.00,24.636
1241.00,24.649
1242.00,24.667
1243.00,24.693
1244.00,24.713
1245.00,24.712
1246.00,24.745
1247.00,24.808
1248.00,24.862
1249.00,24.881
1250.00,24.897
1251.00,24.942
1252.00,24.981
1253.00,24.996
1254.00,25.010
1255.00,25.047
1256.00,25.120
1257.00,25.154
1258.00,25.161
1259.00,25.166
1260.00,25.176
1261.00,25.193
1262.00,25.212
1263.00,25.249
1264.00,25.278
1265.00,25.310
1266.00,25.340
1267.00,25.388
1268.00,25.438
1269.00,25.485
1270.00,25.514
1271.00,25.532
1272.00,25.544
1273.00,25.567
1274.00,25.617
1275.00,25.665
1276.00,25.713
1277.00,25.749
1278.00,25.765
1279.00,25.783
1280.00,25.792
1281.00,25.841
1282.00,25.886
1283.00,25.912
1284.00,25.936
1285.00,25.934
1286.00,25.970
1287.00,26.018
1288.00,26.076
1289.00,26.118
1290.00,26.110
1291.00,26.141
1292.00,26.156
1293.00,26.194
1294.00,26.192
1295.00,26.208
1296.00,26.230
1297.00,26.301
1298.00,26.326
1299.00,26.375
1300.00,26.378
1301.00,26.424
1302.00,26.443
1303.00,26.454
1304.00,26.474
1305.00,26.508
1306.00,26.580
1307.00,26.610
