"AlCl3 DI Bleached Attempt 2 - RawData"
"Wavelength nm.","T%"
1122.00,99.736
1123.00,99.832
1124.00,99.911
1125.00,99.994
1126.00,100.107
1127.00,100.237
1128.00,100.348
1129.00,100.475
1130.00,100.614
1131.00,100.719
1132.00,100.839
1133.00,100.949
1134.00,101.137
1135.00,101.297
1136.00,101.420
1137.00,101.506
1138.00,101.585
1139.00,101.712
1140.00,101.788
1141.00,101.881
1142.00,101.959
1143.00,102.081
1144.00,102.198
1145.00,102.309
1146.00,102.444
1147.00,102.569
1148.00,102.645
1149.00,102.703
1150.00,102.751
1151.00,102.853
1152.00,102.961
1153.00,103.091
1154.00,103.214
1155.00,103.312
1156.00,103.430
1157.00,103.526
1158.00,103.639
1159.00,103.736
1160.00,103.797
1161.00,103.869
1162.00,103.897
1163.00,103.973
1164.00,104.033
1165.00,104.100
1166.00,104.194
1167.00,104.264
1168.00,104.352
1169.00,104.365
1170.00,104.403
1171.00,104.437
1172.00,104.534
1173.00,104.569
1174.00,104.623
1175.00,104.714
1176.00,104.882
1177.00,104.968
1178.00,104.968
1179.00,104.994
1180.00,105.060
1181.00,105.153
1182.00,105.196
1183.00,105.251
1184.00,105.299
1185.00,105.338
1186.00,105.370
1187.00,105.432
1188.00,105.492
1189.00,105.554
1190.00,105.547
1191.00,105.560
1192.00,105.555
1193.00,105.585
1194.00,105.574
1195.00,105.583
1196.00,105.595
1197.00,105.626
1198.00,105.660
1199.00,105.697
1200.00,105.795
1201.00,105.890
1202.00,105.934
1203.00,105.889
1204.00,105.876
1205.00,105.914
1206.00,105.982
1207.00,105.986
1208.00,105.926
1209.00,105.878
1210.00,105.840
1211.00,105.816
1212.00,105.800
1213.00,105.806
1214.00,105.862
1215.00,105.865
1216.00,105.849
1217.00,105.798
1218.00,105.787
1219.00,105.804
1220.00,105.867
1221.00,105.845
1222.00,105.857
1223.00,105.831
1224.00,105.829
1225.00,105.772
1226.00,105.736
1227.00,105.733
1228.00,105.727
1229.00,105.681
1230.00,105.661
1231.00,105.602
1232.00,105.585
1233.00,105.521
1234.00,105.471
1235.00,105.418
1236.00,105.380
1237.00,105.380
1238.00,105.356
1239.00,105.327
1240.00,105.289
1241.00,105.230
1242.00,105.130
1243.00,105.108
1244.00,105.056
1245.00,105.046
1246.00,104.952
1247.00,104.888
1248.00,104.868
1249.00,104.799
1250.00,104.775
1251.00,104.695
1252.00,104.606
1253.00,104.482
1254.00,104.402
1255.00,104.342
1256.00,104.281
1257.00,104.217
1258.00,104.177
